file_id,file_location,file_name,file_size,img_lat,img_lon,img_width,img_len,img_date_time,img_exif_ver,img_make,img_model,img_rotate,img_tags,img_status,rvw_lvl,notes,musiq_score,dup_photo,dup_target,cosine_sim
1104,/2026-01-03,PXL_20260103_065536073.jpg,2242029,-36.850633,174.764156,3072,4080,2026:01:03 19:55:36,0232,Google,Pixel 8 Pro,1, ,dup,2,,4.069,2026-01-03/PXL_20260103_070855359.jpg,F,0.826353
1105,/2026-01-03,PXL_20260103_065539664.jpg,2553594,-36.850633,174.764156,3072,4080,2026:01:03 19:55:39,0232,Google,Pixel 8 Pro,1, ,dup,2,,4.011,2026-01-03/PXL_20260103_070855359.jpg,F,0.824611
1106,/2026-01-03,PXL_20260103_065542035.jpg,2653202,-36.850633,174.764156,3072,4080,2026:01:03 19:55:42,0232,Google,Pixel 8 Pro,1, ,dup,2,,4.061,2026-01-03/PXL_20260103_070855359.jpg,F,0.818586
1107,/2026-01-03,PXL_20260103_065551064.jpg,1934891,-36.850633,174.764156,4080,3072,2026:01:03 19:55:51,0232,Google,Pixel 8 Pro,1, ,dup,2,,4.201,2026-01-03/PXL_20260103_070855359.jpg,F,0.858645
1108,/2026-01-03,PXL_20260103_065553544.jpg,2530325,-36.850633,174.764156,4080,3072,2026:01:03 19:55:53,0232,Google,Pixel 8 Pro,1, ,dup,2,,4.161,2026-01-03/PXL_20260103_070855359.jpg,F,0.873793
1109,/2026-01-03,PXL_20260103_065629439.jpg,2290760,-36.850633,174.764156,4080,3072,2026:01:03 19:56:29,0232,Google,Pixel 8 Pro,1, ,dup,2,,4.061,2026-01-03/PXL_20260103_070855359.jpg,F,0.851240
1110,/2026-01-03,PXL_20260103_065634147.jpg,2853825,-36.850633,174.764156,4080,3072,2026:01:03 19:56:34,0232,Google,Pixel 8 Pro,1, ,dup,2,,4.267,2026-01-03/PXL_20260103_070855359.jpg,F,0.856165
1111,/2026-01-03,PXL_20260103_065639413.jpg,2475840,-36.850633,174.764156,4080,3072,2026:01:03 19:56:39,0232,Google,Pixel 8 Pro,1, ,dup,2,,4.108,2026-01-03/PXL_20260103_070855359.jpg,F,0.857527
1112,/2026-01-03,PXL_20260103_065852101.jpg,2465282,-36.850633,174.764156,4080,3072,2026:01:03 19:58:52,0232,Google,Pixel 8 Pro,1, ,dup,2,,4.287,2026-01-03/PXL_20260103_065854236.jpg,F,0.985210
1113,/2026-01-03,PXL_20260103_065852368.jpg,2517626,-36.850633,174.764156,4080,3072,2026:01:03 19:58:52,0232,Google,Pixel 8 Pro,1, ,dup,2,,4.199,2026-01-03/PXL_20260103_065854236.jpg,F,0.984968
1114,/2026-01-03,PXL_20260103_065854236.jpg,2410966,-36.850633,174.764156,4080,3072,2026:01:03 19:58:54,0232,Google,Pixel 8 Pro,1, ,ok,3,,4.296,,T,-1
1115,/2026-01-03,PXL_20260103_065858616.jpg,2341642,-36.850633,174.764156,3072,4080,2026:01:03 19:58:58,0232,Google,Pixel 8 Pro,1, ,dup,2,,4.016,2026-01-03/PXL_20260103_070855359.jpg,F,0.802119
1116,/2026-01-03,PXL_20260103_070238933.jpg,2435607,-36.850633,174.764147,3072,4080,2026:01:03 20:02:38,0232,Google,Pixel 8 Pro,1, ,ok,3,,4.426,,T,-1
1117,/2026-01-03,PXL_20260103_070248556.jpg,2287045,-36.850633,174.764147,3072,4080,2026:01:03 20:02:48,0232,Google,Pixel 8 Pro,1, ,dup,2,,4.329,2026-01-03/PXL_20260103_070238933.jpg,F,0.842063
